45000,2015-09-25
45000,2015-09-25
45000,2015-09-25
51000,2015-09-28
51000,2015-09-29
51000,2015-09-30
51000,2015-10-01
46000,2015-10-02
46000,2015-10-02
46000,2015-10-02
32600,2015-10-05
32600,2015-10-06
32600,2015-10-07
31000,2015-10-08
30500,2015-10-09
30500,2015-10-09
30500,2015-10-09
30600,2015-10-12
30600,2015-10-13
30600,2015-10-13
29000,2015-10-15
27167,2015-10-16
27167,2015-10-16
27167,2015-10-16
28250,2015-10-19
28600,2015-10-20
28600,2015-10-21
28600,2015-10-22
25400,2015-10-23
25400,2015-10-23
25400,2015-10-23
19600,2015-10-26
19600,2015-10-27
20,2015-10-28
19200,2015-10-29
18667,2015-10-30
18667,2015-10-30
18667,2015-10-30
19600,2015-11-02
